nome,autor,editora,resumo,isbn,categoria,numero_paginas,exemplar,capa
Textos cruéis demais para serem lidos rapidamente,Igor Pires da Silva / Gabriela Barreira,Globo Alt,"Indo contra a tendência dos textos curtos e superficiais que são postados nas redes sociais, o coletivo literário Textos cruéis demais para serem lidos rapidamente (TCD) passou a produzir e compartilhar um conteúdo extenso, profundo e extremamente poético em suas páginas no Facebook e no Instagram. Com seus escritos e ilustrações, eles acabaram atingindo um público muito maior do que o esperado, nos mostrando como, apesar da crescente agilidade que nossa comunicação exige, ainda precisamos de tempo para digerir e entender nossas complexas relações humanas.",978-85-25065-36-0,Ficção,304,978-85-25065-36-0,https://www.publishnews.com.br/estaticos/uploads/2017/12/IPk3QgXUXFTCxQZbALOYDJDTGD6tSYxfa7Ty67hS1tnAznKlPrkikjf7dtYnmJOGUiWodrm3ZHKIvQWX.jpg
A coragem de ser imperfeito,Brené Brown,Sextante,"Brené Brown ousou tocar em assuntos que costumam ser evitados por causarem grande desconforto. Sua palestra a respeito de vulnerabilidade, medo, vergonha e imperfeição já teve mais de 25 milhões de visualizações. VIver é experimentar incertezas, riscos e se expor emocionalmente. Mas isso não precisa ser ruim. Como mostra Brené Brown, a vulnerabilidade não é uma medida de fraqueza, mas a melhor definição de coragem.",978-85-43104-33-1,Autoajuda,208,978-85-43104-33-1,https://www.publishnews.com.br/estaticos/uploads/2018/03/xJlrtihjuuMUO3sAwEsqRisYR4JArOgVvwaqFPknHgzsxa7mBE948KjYcpijdIXLOkWRnup1kIXdZxxi.jpg
Sol da meia-noite,Stephenie Meyer,Intrínseca,"Em Sol da meia-noite, Stephenie Meyer faz um retorno triunfal ao universo de Crepúsculo e nos transporta mais uma vez para Forks, convidando-nos a revisitar cada detalhe dessa história que conquistou milhões de fãs em todo o mundo. Em meio a uma paixão cercada de perigos sobrenaturais, vamos descobrir como Edward encara seus prazeres mais profundos e as consequências devastadoras de um amor proibido e imortal.",978-65-55600-29-2,Ficção,536,978-65-55600-29-2,https://www.publishnews.com.br/estaticos/uploads/2020/05/kTTvf4uqnQBwy73PIrUXKZzUpvWpynoy7OFcb4nWTNI3PtRKyFtc4WEtof6LTSFf3zICtl6ijMBtvs1o.jpg
Mais esperto que o diabo,Napoleon Hill,Citadel,"Escrito em 1938, após uma das maiores crises econômicas, e precedendo a Segunda Guerra Mundial, este livro não somente é uma fonte de inspiração e coragem, mas deve ser considerado um manual para todas aquelas pessoas que desejam ser mais espertas que seus medos, problemas e limitações, pois, como o próprio Hill fala - em toda adversidade existe uma semente de benefício equivalente. ",978-85-68014-00-4,Autoajuda,200,978-85-68014-00-4,https://www.publishnews.com.br/estaticos/uploads/2021/07/Vgzr5F4Gh4Y0HTGeYaoSimsdVz8uJPebAWx397qktmYwr00d2YDOElgtMJ9QoFAT9LtGKTA3keBzzTDd.jpg
Decida vencer,Eduardo Volpato,Gente,"Eduardo Volpato traz, em seu livro Decida Vencer um método poderoso e eficaz para que você consiga criar um círculo de entendimento em sua vida e mude o que está travando o seu sucesso pessoal. ",978-85-45203-89-6,Negócios,208,978-85-45203-89-6,https://www.publishnews.com.br/estaticos/uploads/2020/04/obGDsUPO7NCTikZ4LsXm9BQ5uWFGlAJJt9xGOf2ketvvLFjKdCh9LmWqPyuXdB8e7nL0jadoDzzIvzqk.jpg
"Pai rico, pai pobre - Edição de 20 anos",Robert T. Kiyosak,Alta Books Editora,"Celebrando 20 anos como o livro n° 1 em finanças pessoais. A escola prepara as crianças para o mundo real? Essa é a primeira pergunta com a qual o leitor se depara neste livro. O recado é ousado e direto: boa formação e notas altas não bastam para assegurar o sucesso de alguém. O mundo mudou; a maioria dos jovens tem cartão de crédito, antes mesmo de concluir os estudos, e nunca teve aula sobre dinheiro, investimentos, juros etc.",978-85-50801-48-3,Negócios,336,978-85-50801-48-3,https://www.publishnews.com.br/estaticos/uploads/2017/08/tLitLuknHc31foyJmNjF3FQHbwpq4D4rcoRQIXAC4NfFvdrHan31V6lagNspmVVS3sLgWsVOhYUIOBlT.png
Box Harry Potter,J. K. Rowling,Rocco,A série Harry Potter chega às prateleiras em mais uma edição de colecionador. Os sete livros da saga criada por J. K. Rowling - que acompanha a jornada do adorado aprendiz de bruxo contra o maléfico Voldemort - ganham novas capas e novas ilustrações e vêm num box exclusivo.,978-85-32512-94-9,Infantojuvenil,3.096,978-85-32512-94-9,https://www.publishnews.com.br/estaticos/uploads/2016/06/ZVZXGtmVkxXbcrtLVuFWHaKZ1hH6EcokVkhdmp1IZjiGVnULwrGvfD4UegxdnjfAG7kP5Uh17BFPMyGT.jpg
O milagre da manhã,Hal Elrod,BestSeller,"Hal Elrod explica os benefícios de acordar cedo e desenvolver todo o nosso potencial e as nossas habilidades. O Milagre da manhã permite que o leitor alcance níveis de sucesso jamais imaginados, tanto na vida pessoal quanto profissional. A Mudança de hábitos e a nova rotina matinal proposta por Hal vai proporcionar melhorias significativas na saúde, na felicidade, nos relacionamentos, nas finanças, na espiritualidade ou quaisquer outras áreas que necessitem ser aprimoradas.",978-85-76849-94-0,Autoajuda,196,978-85-76849-94-0,https://www.publishnews.com.br/estaticos/uploads/2018/02/A3toxUAg57K2dnqZ4yaxgV8QSRulhgPyNuYHFzaNXfcOFLYtqsy3qFnYAWN84mOubxsw7RqP7hglyrjr.jpg
Do mil ao milhão,Thiago Nigro,HarperCollins,"Em seu primeiro livro, Thiago Nigro, criador da plataforma O Primo Rico, ensina aos leitores os três pilares para atingir a independência financeira: gastar bem, investir melhor e ganhar mais. Por meio de dados e de sua própria experiência como investidor e assessor, Nigro mostra que a riqueza é possível para todos – basta estar disposto a aprender e se dedicar.",978-85-95083-27-1,Negócios,192,978-85-95083-27-1,https://www.publishnews.com.br/estaticos/uploads/2018/12/r45liYDuqOHQRJlKyhGi8KtfeXhwsr60hzkrN1xIHmnI8hyJUJfziDKooYi22JQfFTdopHRumlqknJIq.jpg
Coleção especial Anne de Green Gables,Lucy Maud Montgomery,Ciranda Cultural,"Acompanhe a história de Anne Shirley, uma jovem de cabelos ruivos, imaginação fértil e personalidade forte. Órfã, foi adotada por engano por um casal de irmãos que esperava um garoto para ajudar nos trabalhos braçais da fazenda. Anne cresce, conhece diversas pessoas, entra em confusões e corre atrás de seus sonhos nesse box com os livros: Anne de Green Gables, Anne de Avonlea, Anne da Ilha, Anne de Windy Poplars, Anne e a Casa dos Sonhos e Anne de Ingleside.",790-83-12102-02-9,Infantojuvenil,1.760,790-83-12102-02-9,https://www.publishnews.com.br/estaticos/uploads/2020/08/vjSOtfXArISnebaLarQC1rrkayTsFIxm7QTuRlRTDWmMXtLiqDzC4HRDy2g4fmnRj7E5HpC9fOGwJqz0.jpg
A sutil arte de ligar o foda-se,Mark Manson,Intrínseca,"Mark Manson usa toda a sua sagacidade de escritor e seu olhar crítico para propor um novo caminho rumo a uma vida melhor, mais coerente com a realidade e consciente dos nossos limites. E ele faz isso da melhor maneira. Como um verdadeiro amigo, Mark se senta ao seu lado e diz, olhando nos seus olhos: você não é tão especial. Ele conta umas piadas aqui, dá uns exemplos inusitados ali, joga umas verdades na sua cara e pronto, você já se sente muito mais alerta e capaz de enfrentar esse mundo cão.",978-85-51002-49-0,Autoajuda,224,978-85-51002-49-0,https://www.publishnews.com.br/estaticos/uploads/2017/11/jP6T6kjLLbNOzMJTDuDlFOhovDSzHZUtxHb7PCzHRmA2AnysA7y8PnS031mhbJcl9c1JRa8T2Z8NjQFA.jpg
Mulheres que correm com os lobos (capa dura),Clarissa Pinkola Estes,Rocco,"Clássico dos estudos sobre o sagrado feminino e o feminismo, o livro Mulheres que correm com os lobos é o primeiro de uma série de longsellers da Rocco a ganhar edição com novo projeto gráfico e capa dura.",978-85-32529-78-7,Não ficção,576,978-85-32529-78-7,https://www.publishnews.com.br/estaticos/uploads/2018/12/nCxf8cyh2k3HhDeb2nFf52XRbR5AJ4WRr6FaZ4XIELrSr0kEGpwxoc2YCbdYRlLp1t7OvWBQiSXbrZnm.jpg
O tempo da felicidade,Flora Victoria,HarperCollins,"Você tem objetivos e propósito de vida? Pessoas com quem você pode contar? Sabe perdoar, agradecer, amar? Usar suas forças para buscar os seus sonhos? E se eu disser que a sua felicidade, aquela sensação de plenitude que você sempre almejou, depende disso? Se você está passando por desafios, o único caminho para a felicidade é o desenvolvimento, e isso só acontece se você decidir e estiver disponível para ser feliz.",978-85-95086-82-1,Autoajuda,208,978-85-95086-82-1,https://www.publishnews.com.br/estaticos/uploads/2020/08/y4ovAr3gv83asa6MlNGmpWIoJ8rinyXSQeN7U0mxvjEw5NnQatslAsrOq8OOGw6GWC9wh0rw43eEoJiA.jpg
Os segredos da mente milionária,T. Harv Eker,Sextante,"Se as finanças andam na corda bamba, talvez seja hora de refletir sobre o que T. Harv Eker chama de ""o seu modelo de dinheiro"" – um conjunto de crenças que todos alimentamos desde a infância e que molda o destino financeiro, quase sempre levando para uma situação difícil. Neste livro, Eker mostra como substituir uma mentalidade destrutiva – que o leitor talvez nem perceba que tem – pelos ""arquivos de riqueza"", 17 modos de pensar e agir que distinguem os ricos das demais pessoas. O autor também ensina um método eficiente de administrar o dinheiro. O leitor aprenderá a estabelecer sua remuneração pelos resultados que apresenta e não pelas horas que trabalha. Além disso, saberá como aumentar o seu patrimônio líquido – a verdadeira medida da riqueza.",978-85-75422-39-7,Negócios,176,978-85-75422-39-7,https://www.publishnews.com.br/estaticos/uploads/2015/08/flQqYuiyxm1OThx3kMyaVlegJFP98SPiBIeASQRjroLrR6Sh47nP2JAYg05VAjpOHBktd85lsxQf6PvK.jpg
As muralhas vão cair,Padre Reginaldo Manzotti,Petra,"Os israelitas caminhavam confiantes rumo à Terra Prometida. No meio do caminho, porém, depararam-se com as imponentes muralhas da cidade de Jericó. Continuar parecia impossível... Mas não para Deus. Seguindo as instruções do Senhor, durante dias os hebreus tomaram consigo a Arca da Aliança, marcharam ao redor das muralhas, tocaram trombetas e bradaram com forte voz",978-85-82781-70-8,Autoajuda,176,978-85-82781-70-8,https://www.publishnews.com.br/estaticos/uploads/2020/07/qCJg05QQVoVBlQC2GsnxAU9WPaaDXaVsV6TSrxnz7b89OtTgx8gdxIy6dIHwzKUNKbaUCgAJjZK4C1UO.jpg
O poder do hábito,Charles Duhigg,Objetiva,"Com base na leitura de centenas de artigos acadêmicos, entrevistas com mais de trezentos cientistas e executivos, além de pesquisas realizadas em dezenas de empresas, o repórter investigativo do New York Times Charles Duhigg elabora, em O poder do hábito, um argumento animador: a chave para se exercitar regularmente, perder peso, educar bem os filhos, se tornar uma pessoa mais produtiva, criar empresas revolucionárias e ter sucesso é entender como os hábitos funcionam. Transformá-los pode gerar bilhões e significar a diferença entre fracasso e sucesso, vida e morte. Duhigg conclui por que algumas pessoas e empresas têm tanta dificuldade em mudar, enquanto outras o fazem da noite para o dia. 
",978-85-39004-11-9,Autoajuda,408,978-85-39004-11-9,https://www.publishnews.com.br/estaticos/uploads/2015/08/SSD47DiXYZczBBE1UhKU68VrA4oTA6NAqe5Ic5C1TQhKgsEcy1Ch5BusqeN1UnCfhi4TqzETdEbcokXI.jpg
Seja foda!,Caio Carneiro,Buzz,"Aposto que você quer, no final da sua vida, olhar para trás, bater no peito com o coração cheio de felicidade, sem falsa modéstia, com plena convicção e serenidade, e dizer: minha vida foi FODA. Mas calma, encontrar este livro é só o começo. Agora, você precisa levá-lo com você. Com ele, você vai aprender comportamentos e atitudes necessários para conquistar, em todos os aspectos da sua vida, resultados incríveis.",978-85-93156-29-8,Negócios,208,978-85-93156-29-8,https://www.publishnews.com.br/estaticos/uploads/2017/10/Qie8KitX4klj02vK6FmS4h4xID3TOs8dUVHQZG9TYVayIen3pvV24newzjUDQvTx0GltLkX6Dzr3LNlV.jpg
Mindset,Carol Dweck,Objetiva,"Carol S. Dweck, professora de psicologia na Universidade Stanford e especialista internacional em sucesso e motivação, desenvolveu, ao longo de décadas de pesquisa, um conceito fundamental: a atitude mental com que encaramos a vida, que ela chama de “mindset”, é crucial para o sucesso. O “mindset” não é um mero traço de personalidade, é a explicação de por que somos otimistas ou pessimistas, bem-sucedidos ou não. É um fator decisivo para que todo o nosso potencial seja explorado.",978-85-47000-24-0,Não ficção,328,978-85-47000-24-0,https://www.publishnews.com.br/estaticos/uploads/2017/02/5HP5wLKxVviJzbc4LUouqhyZuli999P7tLXjPIZ5UlPQSbLMTj5BsgdUiAtbjCRU23PuSuXZmwrgibYJ.jpg
A coragem de ser imperfeito,Brené Brown,Sextante,"Brené Brown ousou tocar em assuntos que costumam ser evitados por causarem grande desconforto. Sua palestra a respeito de vulnerabilidade, medo, vergonha e imperfeição já teve mais de 25 milhões de visualizações. VIver é experimentar incertezas, riscos e se expor emocionalmente. Mas isso não precisa ser ruim. Como mostra Brené Brown, a vulnerabilidade não é uma medida de fraqueza, mas a melhor definição de coragem.",978-85-43104-33-1,Autoajuda,208,978-85-43104-33-1,https://www.publishnews.com.br/estaticos/uploads/2018/03/xJlrtihjuuMUO3sAwEsqRisYR4JArOgVvwaqFPknHgzsxa7mBE948KjYcpijdIXLOkWRnup1kIXdZxxi.jpg
A garota do lago,Charlie Donlea,Faro Editorial,"Summit Lake, uma pequena cidade entre montanhas, é esse tipo de lugar, bucólico e com encantadoras casas dispostas à beira de um longo trecho de água intocada. Duas semanas atrás, a estudante de direito Becca Eckersley foi brutalmente assassinada em uma dessas casas. Filha de um poderoso advogado, Becca estava no auge de sua vida. Atraída instintivamente pela notícia, a repórter Kelsey Castle vai até a cidade para investigar o caso. E enquanto descobre sobre as amizades de Becca, sua vida amorosa e os segredos que ela guardava, a repórter fica cada vez mais convencida de que a verdade sobre o que aconteceu com Becca pode ser a chave para superar as marcas sombrias de seu próprio passado.",978-85-62409-88-2,Ficção,296,978-85-62409-88-2,https://www.publishnews.com.br/estaticos/uploads/2019/04/o8HmV2jl1OLFJlkjT6qkTFADkYMEeZQ6gxYqaotYVj3B0QJ10S619PZtq6rs9pB9qvqs5Dv2yDwltjlJ.jpg
O homem mais rico da Babilônia,George S. Clason,HarperCollins,,978-85-95081-53-6,Negócios,160,978-85-95081-53-6,https://www.publishnews.com.br/estaticos/uploads/2019/09/yy3FszBRE5UtWq6pqeCTxAltM2JBiNaSMp08kgEnFmnj3ELSGpyfOBb9HYMd7GWY5b5dyzWc2tZnBl0V.png
Pequeno manual antirracista,Djamila Ribeiro,Companhia das Letras,"Neste pequeno manual, a filósofa e ativista Djamila Ribeiro trata de temas como atualidade do racismo, negritude, branquitude, violência racial, cultura, desejos e afetos. Em onze capítulos curtos e contundentes, a autora apresenta caminhos de reflexão para aqueles que queiram aprofundar sua percepção sobre discriminações racistas estruturais e assumir a responsabilidade pela transformação do estado das coisas.",978-85-35932-87-4,Não ficção,136,978-85-35932-87-4,https://www.publishnews.com.br/estaticos/uploads/2019/11/wvVgow95BkYqyQnbCz5orF8V8iWGhRz4KHQja0EYyahoAOnz4pQygN6M14bKg90jTVHIfniMbnu9By4n.jpg
Sol da meia-noite,Stephenie Meyer,Intrínseca,"Em Sol da meia-noite, Stephenie Meyer faz um retorno triunfal ao universo de Crepúsculo e nos transporta mais uma vez para Forks, convidando-nos a revisitar cada detalhe dessa história que conquistou milhões de fãs em todo o mundo. Em meio a uma paixão cercada de perigos sobrenaturais, vamos descobrir como Edward encara seus prazeres mais profundos e as consequências devastadoras de um amor proibido e imortal.",978-65-55600-29-2,Ficção,536,978-65-55600-29-2,https://www.publishnews.com.br/estaticos/uploads/2020/05/kTTvf4uqnQBwy73PIrUXKZzUpvWpynoy7OFcb4nWTNI3PtRKyFtc4WEtof6LTSFf3zICtl6ijMBtvs1o.jpg
Mais esperto que o diabo,Napoleon Hill,Citadel,"Escrito em 1938, após uma das maiores crises econômicas, e precedendo a Segunda Guerra Mundial, este livro não somente é uma fonte de inspiração e coragem, mas deve ser considerado um manual para todas aquelas pessoas que desejam ser mais espertas que seus medos, problemas e limitações, pois, como o próprio Hill fala - em toda adversidade existe uma semente de benefício equivalente. ",978-85-68014-00-4,Autoajuda,200,978-85-68014-00-4,https://www.publishnews.com.br/estaticos/uploads/2021/07/Vgzr5F4Gh4Y0HTGeYaoSimsdVz8uJPebAWx397qktmYwr00d2YDOElgtMJ9QoFAT9LtGKTA3keBzzTDd.jpg
Box Harry Potter,J. K. Rowling,Rocco,A série Harry Potter chega às prateleiras em mais uma edição de colecionador. Os sete livros da saga criada por J. K. Rowling - que acompanha a jornada do adorado aprendiz de bruxo contra o maléfico Voldemort - ganham novas capas e novas ilustrações e vêm num box exclusivo.,978-85-32512-94-9,Infantojuvenil,3.096,978-85-32512-94-9,https://www.publishnews.com.br/estaticos/uploads/2016/06/ZVZXGtmVkxXbcrtLVuFWHaKZ1hH6EcokVkhdmp1IZjiGVnULwrGvfD4UegxdnjfAG7kP5Uh17BFPMyGT.jpg
Decida vencer,Eduardo Volpato,Gente,"Eduardo Volpato traz, em seu livro Decida Vencer um método poderoso e eficaz para que você consiga criar um círculo de entendimento em sua vida e mude o que está travando o seu sucesso pessoal. ",978-85-45203-89-6,Negócios,208,978-85-45203-89-6,https://www.publishnews.com.br/estaticos/uploads/2020/04/obGDsUPO7NCTikZ4LsXm9BQ5uWFGlAJJt9xGOf2ketvvLFjKdCh9LmWqPyuXdB8e7nL0jadoDzzIvzqk.jpg
